row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
115,duplicate,1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000heahoIAA,Reed Smith,,2026-07-25T18:10:33.000+0000,Kieran Hansen,N,3,5,4,duplicate,high,"The name matches the G300 firm apart from the LLP suffix. The record has a blank Website, was created 2026-07-25 by Kieran Hansen, and has Offices in Chicago, Pittsburgh and New York. Its opportunities are Legalweek delegate sales labelled 'Reed Smith'/'Reed Smith LLP'. Its contacts use gravitystack.com emails; from general knowledge, Gravity Stack is Reed Smith's legal-tech subsidiary. So the record is a redundant Reed Smith firm; the contacts may belong on a Gravity Stack account.",Y,duplicate,"Checked live. The record is a blank-website Firm named 'Reed Smith', created 2026-07-25 by Kieran Hansen. Its three child Offices sit at Reed Smith's own addresses: 10 S Wacker Dr Suite 4000 in Chicago, Reed Smith Centre at 225 Fifth Ave in Pittsburgh, and 599 Lexington Ave in New York. Its 4 opportunities are Legalweek SWOOGO delegate sales labelled 'Reed Smith'/'Reed Smith LLP'. The 5 contacts use @gravitystack.com emails, and one has the title 'Director, Reed Smith Legal Solutions'. From general knowledge, Gravity Stack is Reed Smith's legal-tech subsidiary. So this is a redundant Reed Smith Firm record, not a separate firm; the contacts could be moved to a Gravity Stack account."
116,duplicate,1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000hebq5IAA,Reed Smith,,2026-07-25T18:13:18.000+0000,Kieran Hansen,N,1,1,0,duplicate,high,"Same firm name without LLP. It is a blank-website batch record from 2026-07-25 with one Chicago Office. Its contact is Jennifer Yule DePriest, 'Chicago Office Managing Partner', whose email is on the misspelled domain reedmith.com. It is a redundant Reed Smith firm record.",Y,duplicate,"Checked live. The record is a blank-website Firm named 'Reed Smith' from the 2026-07-25 batch. Its single Office is at 10 South Wacker, 40th Floor, Chicago, which is Reed Smith's Chicago office. Its contact is Jennifer Yule DePriest, 'Chicago Office Managing Partner', whose email is on the typo domain reedmith.com. The G300 firm already holds her as Jennifer DePriest (@reedsmith.com, Partner, Chicago Office). This is the same firm, so the record is redundant."
117,duplicate,1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000j5PSrIAM,Reed Smith LLP,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,"The name is identical to the G300 record. It is a blank-website batch record from 2026-08-20 by Kieran Hansen, with one Washington DC Office. That Office has one opportunity, 'REED SMITH LLP JEMPL23'. It is a redundant firm record.",Y,duplicate,"Checked live. The name is identical ('Reed Smith LLP'). It is a blank-website batch record created 2026-08-20. Its one Office is at 1301 K Street NW, 10th Floor East Tower, Washington DC, which is Reed Smith's DC address. Its contact, Amy Denniston, already exists under the G300 firm (@reedsmith.com, Librarian, Washington). Its one opportunity is 'REED SMITH LLP JEMPL23'. This is a redundant firm record."
118,duplicate,1,name_exact,1,0016g00001AOUBfAAP,Ropes & Gray LLP,www.ropesgray.com,2021-01-20T20:41:49.000+0000,19,2442,1119,001Px00000j5MsTIAU,Ropes & Gray,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,426,duplicate,high,"Same firm name without LLP. It is a blank-website batch record from 2026-08-20 by Kieran Hansen, with one Boston Office (the firm's headquarters city). That Office holds 426 opportunities, confirming the sweep count, so a merge would move a large number of records. It is a redundant firm record.",Y,duplicate,"Checked live. 'Ropes & Gray' is a blank-website batch record created 2026-08-20. Its single Office is at 800 Boylston St, Prudential Tower, Boston, which is Ropes & Gray's headquarters. That Office holds 426 opportunities, named from 'ROPES & GRAY 557ONL' to '664ONL' and dated 2019-2026. Its only contact is a placeholder named 'Ropes Gray'. This is a redundant firm record, and merging it would move a large number of opportunities."
119,duplicate,1,name_exact,1,0016g00001AOUBfAAP,Ropes & Gray LLP,www.ropesgray.com,2021-01-20T20:41:49.000+0000,19,2442,1119,001Px00000j5MsUIAU,Ropes Gray,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40,duplicate,high,"This is Ropes & Gray with the ampersand dropped. It is a batch record from 2026-08-20 with one New York Office, which holds 40 opportunities. Its contact is Stephen Warnke; from general knowledge, he is a Ropes & Gray litigation partner in New York. It is a redundant firm record.",Y,duplicate,"Checked live. 'Ropes Gray' is the firm name with the ampersand dropped. It is a batch record created 2026-08-20. Its Office is at 1211 Avenue of the Americas, New York, which is Ropes & Gray's New York address. That Office holds 40 opportunities named 'ROPES GRAY 610...'. Its contact, Stephen Warnke, already exists under the G300 firm as Stephen A. Warnke (@ropesgray.com, Partner, New York). This is a redundant firm record."
120,duplicate,1,name_exact,1,0016g00001AOVKNAA5,Saul Ewing LLP,www.saul.com,2021-01-20T20:44:04.000+0000,24,335,269,001Px00000j5MszIAE,Saul Ewing,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,2,duplicate,high,"Same firm name without LLP. It is a blank-website batch record from 2026-08-20 with one Office in Wallington, NJ. That Office has opportunities named 'SAUL EWING JEMPL21B'. It is a redundant firm record.",Y,duplicate,"Checked live. 'Saul Ewing' is a blank-website batch record created 2026-08-20. Its opportunities are named 'SAUL EWING JEMPL21B' (2021). One oddity: its Office is at 188 Alden Street, Wallington NJ, which is not one of Saul Ewing's listed offices; the G300 firm's NJ Offices are Princeton and Newark. The contact, Anna Maria Tejada, is not found under the G300 firm. The address is probably a subscription delivery address (for example a remote worker's). The firm named is still Saul Ewing, so this is a redundant firm record. Check the Office address before or after the merge."
121,duplicate,1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtTIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40,duplicate,high,"Same firm name without LLP. It is a blank-website batch record from 2026-08-20 with one Los Angeles Office, which holds 40 opportunities. Its contact is Andrew M. Paley; from general knowledge, he is a Seyfarth partner in Los Angeles. It is a redundant firm record.",Y,duplicate,"Checked live. 'Seyfarth Shaw' is a blank-website batch record created 2026-08-20. Its Office is at 2029 Century Park E, Suite 3500, Los Angeles, which is Seyfarth's Los Angeles office. That Office holds 40 opportunities named 'SEYFARTH SHAW 715...'. Its contact, Andrew M. Paley, already exists under the G300 firm (@seyfarth.com, Partner, Los Angeles). This is a redundant firm record."
122,duplicate,1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtUIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40,duplicate,high,"Same firm name without LLP. It is a batch record from 2026-08-20 with one Chicago Office (the firm's headquarters city), which holds 40 opportunities. Its contact is Noah Finkel; from general knowledge, he is a Seyfarth partner in Chicago. It is a redundant firm record.",Y,duplicate,"Checked live. 'Seyfarth Shaw' is a blank-website batch record created 2026-08-20. Its Office is at 233 S Wacker Drive, Suite 8000, Chicago, which is Seyfarth's headquarters. That Office holds 40 opportunities named 'SEYFARTH SHAW 715...'. Its contact, Noah Finkel, already exists under the G300 firm as Noah A. Finkel (@seyfarth.com, Partner, Chicago). This is a redundant firm record."
123,duplicate,1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtVIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40,duplicate,high,"Same firm name without LLP. It is a batch record from 2026-08-20 with one Atlanta Office, which holds 40 opportunities. Its contact is Brett Bartlett; from general knowledge, he is a Seyfarth partner in Atlanta. It is a redundant firm record.",Y,duplicate,"Checked live. 'Seyfarth Shaw' is a blank-website batch record created 2026-08-20. Its Office is at 1075 Peachtree St NE, Suite 2500, Atlanta, which is Seyfarth's Atlanta office. That Office holds 40 opportunities named 'SEYFARTH SHAW 715...'. Its contact, Brett Bartlett, already exists under the G300 firm as Brett C. Bartlett (@seyfarth.com, Partner, Atlanta). This is a redundant firm record."
124,duplicate,1,name_exact,1,001Px00000VwYq6IAF,"Shook, Hardy & Bacon L.L.P",www.shb.com,2021-01-20T20:46:43.000+0000,20,411,314,001Px00000j5MteIAE,Shook Hardy & Bacon,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,7,duplicate,high,"This is the same firm name without the punctuation or LLP suffix. It was created in the 2026-08-20 Kieran Hansen batch with a blank Website, and its one child Office is in Kansas City, MO (Shook's headquarters) with a 'Law Library' contact. Nothing suggests a separate entity.",Y,duplicate,"I checked the live record. 'Shook Hardy & Bacon' is a Firm created by Kieran Hansen on 2026-08-20 with a blank Website, and its only Office is at 2555 Grand Blvd, Kansas City, MO. That is the same street address as the G300 Kansas City Office (0016g00001EYVJdAAP, '2555 Grand Boulevard'). Its opportunities are named 'SHOOK HARDY & BACON TCRT..'. This is a redundant Firm record for the same firm."
125,duplicate,1,name_exact,1,001Px00000VwYq6IAF,"Shook, Hardy & Bacon L.L.P",www.shb.com,2021-01-20T20:46:43.000+0000,20,411,314,001Px00000j5MtfIAE,Shook Hardy Bacon,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,5,duplicate,high,"This is the same firm name with the punctuation and '&' removed. It was created in the 2026-08-20 Kieran Hansen batch with a blank Website, and its one child Office is in Houston, TX (a Shook office) with a 'Law Library' contact.",Y,duplicate,"I checked the live record. 'Shook Hardy Bacon' is from the same 2026-08-20 batch with a blank Website, and its only Office is at 600 Travis St, Houston. That matches the G300 Houston Office (0016g00001EYVJiAAP, 'JPMorgan Chase Tower, 600 Travis Street, Suite 3400'). Its contact is 'Law Library' and its opportunities are named 'SHOOK HARDY BACON 674R31'. Same firm with the punctuation stripped."
126,duplicate,1,name_exact,1,0016g00001AOWnaAAH,"Shumaker, Loop & Kendrick, LLP",www.shumaker.com,2021-01-20T20:46:43.000+0000,9,162,142,001Px00000ihO83IAE,"Shumaker, Loop & Kendrick, LLP",,2026-06-30T14:19:56.000+0000,Kieran Hansen,N,1,1,0,duplicate,high,"The name matches the G300 record exactly. It was created 2026-06-30 by Kieran Hansen with a blank Website. Its child Office is in Toledo, OH (Shumaker's founding office), and its contact Allison Gilbert has an @shumaker.com email. The record carries its own ALM_Account_ID__c (001Uz00001IPwIrIAL), which should be reviewed during a merge.",Y,duplicate,"The name matches exactly. The record was created 2026-06-30 by Kieran Hansen with a blank Website. Its Office is at 1000 Jackson Street, Toledo, and its contact Allison Gilbert has @shumaker.com, the G300 firm's domain. The ALM_Account_ID__c 001Uz00001IPwIrIAL is populated on this candidate and should be carried over or reconciled during the merge."
127,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtkIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,"This is the same firm name without the LLP suffix, created in the 2026-08-20 Kieran Hansen batch with a blank Website. Its one child Office is in Chicago (Sidley's headquarters), with contact Jeffrey Bosh.",Y,duplicate,"The Office is at 1 S Dearborn St, Chicago, which is Sidley's headquarters address. Its contact Jeffrey Bosh also appears on the G300 Sidley record as 'Director of Library & Research Services' (@sidley.com). The opportunity is 'SIDLEY AUSTIN LCENT'. Redundant Firm from the 2026-08-20 batch."
128,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtlIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,2,40,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in New York, and its contacts include Taylor Randleman, a Managing Associate with an @sidley.com email.",Y,duplicate,"The Office is at 787 7th Ave, New York, which is Sidley's NY address. The contacts are Taylor Randleman (Managing Associate, @sidley.com) and Jinfei Zhang, who also appears on the G300 NY Office as a Partner (@sidley.com). Redundant Firm from the 2026-08-20 batch."
129,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtmIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,10,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in New York, with contact Kai Liekefett; from general knowledge, he is a Sidley partner.",Y,duplicate,"The Office is at 787 7th Ave, New York. Its contact Kai Liekefett is confirmed in live data as a Partner on the G300 Sidley NY Office (@sidley.com), so I did not need general knowledge here. Redundant Firm from the 2026-08-20 batch."
130,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtnIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,4,35,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in Washington DC, and its contacts include Ashlande Gelin, Sarah Scheinman and Melissa Gerdts, all with @sidley.com emails.",Y,duplicate,"The Office is at 1501 K St NW, Washington DC, which is Sidley's DC address. Three contacts have @sidley.com emails (Gelin, Scheinman, Gerdts). A fourth, Kristin Graham Koehler, is a Partner on the G300 DC Office. Redundant Firm from the 2026-08-20 batch."
131,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtoIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,4,35,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in Washington DC, and its contacts include Nicole Booth, Danielle Cossey and Eden Mead, all with @sidley.com emails, plus Karen Popp.",Y,duplicate,"The Office is at 1501 K St NW, DC. Three contacts have @sidley.com emails (Booth, Cossey, Mead). Karen Popp also appears on the G300 DC Office as 'Karen A. Popp', Partner (@sidley.com). Redundant Firm from the 2026-08-20 batch."
132,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtpIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,25,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in Washington DC, with contact Paul Kalb; from general knowledge, he is a Sidley partner.",Y,duplicate,"The Office is at 1501 K Street NW, DC. Its contact Paul Kalb is confirmed in live data as a Partner on the G300 Sidley DC Office (@sidley.com). Redundant Firm from the 2026-08-20 batch."
133,duplicate,1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtqIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,5,duplicate,high,"The name matches without the suffix, from the 2026-08-20 Kieran Hansen batch. Its child Office is in Dallas (a Sidley office) with a 'Law Library' contact.",Y,duplicate,"The Office is at 717 N Harwood St, Dallas, with a 'Law Library' contact. The G300 Sidley Dallas Office also has a 'Law Library' contact. The opportunities are named 'SIDLEY AUSTIN 627EBR47'. Redundant Firm from the 2026-08-20 batch."
